Component,Core Cycles,System Cycles,Kernel Cycles,User Cycles,Kernel Entries,Schedules,Core CPU Util,Core Kernel CPU Util,Core User CPU Util,Linux User %,Linux Kernel %,Linux Idle %,Linux Samples
timer_driver,111145298257,873310685,221317350,651993335,258321,254806,0.79,0.2,0.59
linux,111145298257,92300303866,3293906185,89006397681,1578648,1578643,83.04,2.96,80.08

TEST 8: 17.0Mb/s
CORE 0 TOTAL,105989629139,105539924762,11319950445,94219974317,6973569,4044444,99.58,10.68,88.9
serial_driver,105989629139,371218,112086,259132,56,55,0.0,0.0,0.0
serial_virt_tx,105989629139,360570,194857,165713,111,111,0.0,0.0,0.0
serial_virt_rx,105989629139,0,0,0,0,0,0.0,0.0,0.0
net_driver_vm,105989629139,9873561062,7197989617,2675571445,4636604,1907649,9.32,6.79,2.52
net_virt_tx,105989629139,1078985589,306509699,772475890,133555,133555,1.02,0.29,0.73
net_virt_rx,105989629139,1464233127,489767941,974465186,378257,249816,1.38,0.46,0.92
client0,105989629139,1498894424,149164596,1349729828,73959,73087,1.41,0.14,1.27
client0_net_copier,105989629139,878689225,186686069,692003156,189397,123769,0.83,0.18,0.65
client1,105989629139,2996618,432499,2564119,530,497,0.0,0.0,0.0
client1_net_copier,105989629139,7192961,2134317,5058644,1354,1307,0.01,0.0,0.0
timer_driver,105989629139,743103134,188385484,554717650,221099,215955,0.7,0.18,0.52
linux,105989629139,89991536834,2798573280,87192963554,1338254,1338249,84.91,2.64,82.27

TEST 9: 18.0Mb/s
CORE 0 TOTAL,101517714578,101011132589,9443698819,91567433770,5738518,3317493,99.5,9.3,90.2
serial_driver,101517714578,329819,97987,231832,50,49,0.0,0.0,0.0
serial_virt_tx,101517714578,314137,169492,144645,98,98,0.0,0.0,0.0
serial_virt_rx,101517714578,0,0,0,0,0,0.0,0.0,0.0
net_driver_vm,101517714578,8234122422,6015721850,2218400572,3814850,1568905,8.11,5.93,2.19
net_virt_tx,101517714578,1072400421,308689963,763710458,135143,135143,1.06,0.3,0.75
net_virt_rx,101517714578,1183974256,334181831,849792425,271150,166360,1.17,0.33,0.84
client0,101517714578,1471688399,139499774,1332188625,69384,68551,1.45,0.14,1.31
client0_net_copier,101517714578,744657943,125928887,618729056,145562,80317,0.73,0.12,0.61
client1,101517714578,4715580,946640,3768940,1014,991,0.0,0.0,0.0
client1_net_copier,101517714578,6567662,1959082,4608580,1189,1135,0.01,0.0,0.0
timer_driver,101517714578,609191559,154353339,454838220,179900,175773,0.6,0.15,0.45
linux,101517714578,87683170391,2362149974,85321020417,1119710,1119702,86.37,2.33,84.05

TEST 10: 19.0Mb/s
CORE 0 TOTAL,97355639995,96956394166,7911439213,89044954953,4762859,2781893,99.59,8.13,91.46
serial_driver,97355639995,321873,97385,224488,50,49,0.0,0.0,0.0
serial_virt_tx,97355639995,314084,171651,142433,100,98,0.0,0.0,0.0
serial_virt_rx,97355639995,0,0,0,0,0,0.0,0.0,0.0
net_driver_vm,97355639995,6864398900,5010862303,1853536597,3148390,1307777,7.05,5.15,1.9
net_virt_tx,97355639995,950512601,242221104,708291497,104524,104524,0.98,0.25,0.73
net_virt_rx,97355639995,1064791428,269836872,794954556,218100,132463,1.09,0.28,0.82
client0,97355639995,1376493160,119987702,1256505458,58758,57963,1.41,0.12,1.29
client0_net_copier,97355639995,695970929,102755514,593215415,116449,65473,0.71,0.11,0.61
client1,97355639995,2608037,470309,2137728,528,503,0.0,0.0,0.0
client1_net_copier,97355639995,4377769,1291454,3086315,754,721,0.0,0.0,0.0
timer_driver,97355639995,471538009,117729021,353808988,134550,131670,0.48,0.12,0.36
linux,97355639995,85525067376,2046015898,83479051478,980311,980306,87.85,2.1,85.75

TEST 11: 20.0Mb/s
CORE 0 TOTAL,93819356307,93318314026,6363769691,86954544335,3776226,2239304,99.47,6.78,92.68
serial_driver,93819356307,338618,104850,233768,51,50,0.0,0.0,0.0
serial_virt_tx,93819356307,328148,176658,151490,99,98,0.0,0.0,0.0
